type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Cal_Capacity
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,7,28,5765,05765.csv,1.8590084577709232,,,1.8863315919952213
charge,[2008.       4.       5.       3.      28.      57.234],24,7,29,5766,05766.csv,,,,2.712581219058727
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,7,30,5767,05767.csv,1.8593622586957048,,,1.8753990911603602
charge,[2008.       4.       5.       7.      33.      12.734],24,7,31,5768,05768.csv,,,,2.715731944604
discharge,[2008.       4.       5.      10.      30.      32.312],24,7,32,5769,05769.csv,1.8587355450601035,,,1.8741709255
charge,[2008.      4.      5.     11.     38.     22.14],24,7,33,5770,05770.csv,,,,2.705072927090591
discharge,[2008.       4.       5.      14.      34.      41.468],24,7,34,5771,05771.csv,1.847817291322145,,,1.8734617751730416
charge,[2008.       4.       5.      15.      42.      11.531],24,7,35,5772,05772.csv,,,,2.713229590970427
discharge,[2008.       4.       5.      18.      39.      25.218],24,7,36,5773,05773.csv,1.8485252916137047,,,1.8628744054059827
charge,[2008.       4.       5.      19.      46.      36.125],24,7,37,5774,05774.csv,,,,2.726261200883948
discharge,[2008.       4.       5.      22.      46.      35.484],24,7,38,5775,05775.csv,1.848378951850034,,,1.862797967547619
charge,[2008.      4.     18.     17.     34.     22.89],24,7,39,5776,05776.csv,,,,2.725473264509706
discharge,[2008.       4.      18.      21.      10.      19.796],24,7,41,5778,05778.csv,1.8807805437609766,,,1.9122907296342593
charge,[2008.       4.      18.      22.      53.      58.343],24,7,43,5780,05780.csv,,,,2.781249673621118
discharge,[2008    4   19    2   29    9],24,7,45,5782,05782.csv,1.8814721597443598,,,1.9111960296333328
charge,[2008.       4.      19.       4.      12.       6.343],24,7,47,5784,05784.csv,,,,2.7844028005934343
discharge,[2008.       4.      19.       7.      47.      15.703],24,7,49,5786,05786.csv,1.8810954313244785,,,1.8997211370970015
charge,[2008.       4.      19.       9.      29.      52.703],24,7,51,5788,05788.csv,,,,2.7494865729841362
discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,7,53,5790,05790.csv,1.8710089649779995,,,1.899008236745098
charge,[2008.       4.      19.      14.      43.      41.265],24,7,55,5792,05792.csv,,,,2.835766973465731
discharge,[2008.       4.      19.      18.      27.      29.828],24,7,57,5794,05794.csv,1.8701995151941375,,,1.8990148292895979
charge,[2008.      4.     19.     20.      9.     47.75],24,7,59,5796,05796.csv,,,,2.7488315915724164
discharge,[2008.       4.      19.      23.      41.      55.687],24,7,61,5798,05798.csv,1.8706715362800985,,,1.8859136266974665
charge,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 2.2000e+01 5.3953e+01],24,7,63,5800,05800.csv,,,,2.7361653714009107
discharge,[2008.       4.      20.       4.      54.      41.734],24,7,65,5802,05802.csv,1.8596124644020169,,,1.8854663815292874
charge,[2008.       4.      20.       6.      35.      39.765],24,7,67,5804,05804.csv,,,,2.800636975915605
discharge,[2008.       4.      20.      10.      16.      28.859],24,7,69,5806,05806.csv,1.860033909718346,,,1.8750684075397692
charge,[2008.       4.      20.      11.      57.       8.765],24,7,71,5808,05808.csv,,,,2.7866804860471546
discharge,[2008.       4.      20.      15.      37.       5.281],24,7,73,5810,05810.csv,1.8591653109160768,,,1.8741233556284154
charge,[2008.       4.      20.      17.      17.      44.031],24,7,75,5812,05812.csv,,,,2.7348399410254176
discharge,[2008.       4.      20.      20.      50.      38.921],24,7,77,5814,05814.csv,1.8481398178778288,,,1.8741398401912566
charge,[2008.       4.      20.      22.      31.      18.046],24,7,79,5816,05816.csv,,,,2.8139248833237893
discharge,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],24,7,81,5818,05818.csv,1.849201702126164,,,1.8641364968238705
charge,[2008.       4.      21.      17.      51.      26.312],24,7,83,5820,05820.csv,,,,2.7523158486048533
discharge,[2008.       4.      22.      15.      33.      49.875],24,7,85,5822,05822.csv,1.8834677437950846,,,1.90736813677628
charge,[2008.       4.      22.      17.       4.      53.218],24,7,87,5824,05824.csv,,,,2.0018028176336586
discharge,[2008.       4.      22.      20.      26.      18.921],24,7,89,5826,05826.csv,1.8628211117905844,,,1.8863367946035008
charge,[2008.       4.      22.      21.      56.      21.406],24,7,91,5828,05828.csv,,,,1.9929845320930324
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],24,7,93,5830,05830.csv,1.852085039652352,,,1.8758429087993573
charge,[2.0080e+03 4.0000e+00 2.3000e+01 2.0000e+00 4.7000e+01 5.5453e+01],24,7,95,5832,05832.csv,,,,1.9822314066269695
discharge,[2008.       4.      23.       6.      18.      19.921],24,7,97,5834,05834.csv,1.8469504648208708,,,1.8707208302639657
charge,[2008.       4.      23.       7.      47.      54.718],24,7,99,5836,05836.csv,,,,1.9763182408579063
discharge,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01],24,7,101,5838,05838.csv,1.836828431169018,,,1.8608224798027775
charge,[2008.       4.      23.      12.      37.      17.515],24,7,103,5840,05840.csv,,,,1.9676883580869629
discharge,[2008.       4.      23.      16.       6.      25.171],24,7,105,5842,05842.csv,1.8371619619672275,,,1.8608656051435184
charge,[2008.       4.      23.      17.      35.      42.828],24,7,107,5844,05844.csv,,,,1.9660700607126327
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 2.1000e+01 2.0000e+00 5.8296e+01],24,7,109,5846,05846.csv,1.8316722583718854,,,1.8555623063440112
charge,[2008.       4.      23.      22.      32.       6.671],24,7,111,5848,05848.csv,,,,1.961796536631716
discharge,[2.008e+03 4.000e+00 2.400e+01 1.000e+00 5.100e+01 3.389e+01],24,7,113,5850,05850.csv,1.8211470951317783,,,1.844887182850918
charge,[2008.       4.      24.       3.      20.      23.359],24,7,115,5852,05852.csv,,,,1.9502521645200317
discharge,[2.008e+03 4.000e+00 2.400e+01 6.000e+00 5.000e+01 3.100e-02],24,7,117,5854,05854.csv,1.816506091511515,,,1.8403086903230335
charge,[2008.       4.      24.       8.      18.      41.703],24,7,119,5856,05856.csv,,,,1.9446294303861087
discharge,[2008.       4.      24.      11.      49.      24.281],24,7,121,5858,05858.csv,1.8113815601504555,,,1.8347126083142409
charge,[2008.      4.     24.     13.     17.     56.25],24,7,123,5860,05860.csv,,,,1.9406648738725114
discharge,[2008.       4.      24.      16.      45.      56.015],24,7,125,5862,05862.csv,1.8116056333939583,,,1.83507500016651
charge,[2008.       4.      24.      18.      14.      28.937],24,7,127,5864,05864.csv,,,,1.9385768964468646
discharge,[2008.       4.      24.      21.      38.      11.078],24,7,129,5866,05866.csv,1.8060548955557403,,,1.8295126225624605
charge,[2008.       4.      24.      23.       6.      34.156],24,7,131,5868,05868.csv,,,,1.9327798243461305
discharge,[2008.       4.      25.      12.       3.      44.093],24,7,133,5870,05870.csv,1.8132041826994056,,,1.8279015229531348
charge,[2.0080e+03 4.0000e+00 2.5000e+01 1.7000e+01 2.0000e+00 3.5703e+01],24,7,134,5871,05871.csv,,,,1.939153117731154
discharge,[2008.       4.      25.      20.       3.      55.921],24,7,135,5872,05872.csv,1.8062641938283535,,,1.8296507270037663
charge,[2008.       4.      25.      21.      32.      20.468],24,7,137,5874,05874.csv,,,,1.9310527325104472
discharge,[2.0080e+03 4.0000e+00 2.6000e+01 1.0000e+00 4.0000e+00 3.5718e+01],24,7,139,5876,05876.csv,1.7958310249900458,,,1.819148004897727
charge,[2.0080e+03 4.0000e+00 2.6000e+01 2.0000e+00 3.2000e+01 4.1093e+01],24,7,141,5878,05878.csv,,,,1.9229648887608677
discharge,[2008.      4.     26.      5.     57.     35.14],24,7,143,5880,05880.csv,1.7858852600390451,,,1.80923191936
charge,[2008.       4.      26.       7.      25.      23.031],24,7,145,5882,05882.csv,,,,1.9091474040429042
discharge,[2008.       4.      26.      10.      58.      25.843],24,7,147,5884,05884.csv,1.7803268604502753,,,1.8035060665546006
charge,[2008.       4.      28.      17.      20.      47.859],24,7,148,5885,05885.csv,,,,1.901755739297048
discharge,[2008.       4.      29.      12.      15.      56.953],24,7,149,5886,05886.csv,1.8150756899575577,,,1.839022101230493
charge,[2008.       4.      29.      13.      44.      46.546],24,7,151,5888,05888.csv,,,,1.9576362875030127
discharge,[2008.       4.      29.      17.       5.      27.781],24,7,153,5890,05890.csv,1.8157025154845838,,,1.839203852423533
charge,[2008.       4.      29.      18.      34.      10.656],24,7,155,5892,05892.csv,,,,1.9406227885546374
discharge,[2008.      4.     29.     22.      0.      4.75],24,7,157,5894,05894.csv,1.8002432178056673,,,1.8238215454003774
charge,[2008.       4.      29.      23.      28.      20.218],24,7,159,5896,05896.csv,,,,1.9267520170742183
discharge,[2.0080e+03 4.0000e+00 3.0000e+01 2.0000e+00 4.3000e+01 5.5312e+01],24,7,161,5898,05898.csv,1.7904476205609308,,,1.8138099537535612
charge,[2008.       4.      30.       4.      11.      53.078],24,7,163,5900,05900.csv,,,,1.915996705269887
discharge,[2008.       4.      30.       7.      41.      42.578],24,7,165,5902,05902.csv,1.780343032300132,,,1.8039222144444442
charge,[2008.       4.      30.       9.       9.      32.281],24,7,167,5904,05904.csv,,,,1.9055683146076061
discharge,[2008.       4.      30.      12.      28.      49.265],24,7,169,5906,05906.csv,1.775328769596812,,,1.7986627110639923
charge,[2008.       4.      30.      13.      56.      29.843],24,7,171,5908,05908.csv,,,,1.90057905246941
discharge,[2008.      4.     30.     17.     20.     16.14],24,7,173,5910,05910.csv,1.7702629734732853,,,1.7937058330334286
charge,[2008.      4.     30.     18.     47.     57.39],24,7,175,5912,05912.csv,,,,1.8945083206380695
discharge,[2008.       4.      30.      22.      14.      54.062],24,7,177,5914,05914.csv,1.760081061854204,,,1.783779738810664
charge,[2008.      4.     30.     23.     42.     27.25],24,7,179,5916,05916.csv,,,,1.88003983168401
discharge,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],24,7,181,5918,05918.csv,1.749647593537689,,,1.7787757829494075
charge,[2.0080e+03 5.0000e+00 1.0000e+00 4.0000e+00 4.2000e+01 5.7703e+01],24,7,183,5920,05920.csv,,,,1.8799479747204744
discharge,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],24,7,185,5922,05922.csv,1.749650075059311,,,1.7733200710860628
charge,[2.0080e+03 5.0000e+00 1.0000e+00 9.0000e+00 4.3000e+01 1.8359e+01],24,7,187,5924,05924.csv,,,,1.8718441395429664
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],24,7,189,5926,05926.csv,1.745028739214683,,,1.7688719207642902
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.4000e+01 4.1000e+01 4.1578e+01],24,7,191,5928,05928.csv,,,,1.867575198353003
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],24,7,193,5930,05930.csv,1.7396457455286727,,,1.7633055800260868
charge,[2.0080e+03 5.0000e+00 1.0000e+00 1.9000e+01 3.8000e+01 1.7968e+01],24,7,195,5932,05932.csv,,,,1.8610939473818024
discharge,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],24,7,197,5934,05934.csv,1.7285642277717963,,,1.7579266305346226
charge,[2.0080e+03 5.0000e+00 2.0000e+00 0.0000e+00 3.7000e+01 2.2234e+01],24,7,199,5936,05936.csv,,,,1.8582298274027345
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],24,7,201,5938,05938.csv,1.723900324588418,,,1.7482928554227404
charge,[2.0080e+03 5.0000e+00 2.0000e+00 5.0000e+00 2.0000e+01 2.4687e+01],24,7,203,5940,05940.csv,,,,1.8463647737467643
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],24,7,205,5942,05942.csv,1.7139788776485192,,,1.7434981461025265
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.0000e+01 1.1000e+01 3.1921e+01],24,7,207,5944,05944.csv,,,,1.8393661708868256
discharge,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],24,7,209,5946,05946.csv,1.7139701997004613,,,1.7381455819191034
charge,[2.0080e+03 5.0000e+00 2.0000e+00 1.5000e+01 9.0000e+00 4.6812e+01],24,7,211,5948,05948.csv,,,,1.8329524079709354
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],24,7,213,5950,05950.csv,1.7036521173638766,,,1.733437038571196
charge,[2.0080e+03 5.0000e+00 2.0000e+00 2.0000e+01 2.8000e+01 2.5781e+01],24,7,214,5951,05951.csv,,,,1.8312278233820793
discharge,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],24,7,215,5952,05952.csv,1.7040137474382486,,,1.7283358477437243
charge,[2008.       5.       3.       0.      50.      52.187],24,7,217,5954,05954.csv,,,,1.8239368379260077
discharge,[2008.       5.       3.       4.      13.       8.609],24,7,219,5956,05956.csv,1.6935716157343033,,,1.7181169426323526
charge,[2008.       5.       3.       5.      39.      33.921],24,7,221,5958,05958.csv,,,,1.8125387626203298
discharge,[2008.       5.       3.       9.      10.      19.812],24,7,223,5960,05960.csv,1.6876577363877656,,,1.7126477078236642
charge,[2008.       5.       3.      10.      36.      35.781],24,7,225,5962,05962.csv,,,,1.8064578864671796
discharge,[2008.       5.       3.      14.       4.      34.187],24,7,227,5964,05964.csv,1.6830744356583152,,,1.707724671301282
charge,[2008.      5.      3.     15.     30.     41.64],24,7,229,5966,05966.csv,,,,1.8010413596345152
discharge,[2008.       5.       3.      18.      58.      13.468],24,7,231,5968,05968.csv,1.6779270142025482,,,1.7025875241630506
charge,[2008.       5.       3.      20.      24.      21.312],24,7,233,5970,05970.csv,,,,1.796899108623553
discharge,[2008.       5.       3.      23.      42.      30.093],24,7,235,5972,05972.csv,1.6732060275966172,,,1.6977737175232412
charge,[2.0080e+03 5.0000e+00 4.0000e+00 1.0000e+00 8.0000e+00 2.9578e+01],24,7,237,5974,05974.csv,,,,1.789744575001262
discharge,[2008    5    4    4   41   40],24,7,239,5976,05976.csv,1.6674367208253988,,,1.6920957361984128
charge,[2008.       5.       4.       6.       7.      29.546],24,7,241,5978,05978.csv,,,,1.7847146827443268
discharge,[2008.       5.       4.       9.      40.      11.906],24,7,243,5980,05980.csv,1.6622662630667526,,,1.6870328667807537
charge,[2008.       5.       4.      11.       6.       2.078],24,7,245,5982,05982.csv,,,,1.7778633782788025
discharge,[2008.       5.       4.      14.      38.      13.359],24,7,247,5984,05984.csv,1.6574243065763063,,,1.6822686351064677
charge,[2008.       5.       4.      16.       3.      55.281],24,7,249,5986,05986.csv,,,,1.7725418587646538
discharge,[2008.      5.      4.     19.     37.      7.89],24,7,251,5988,05988.csv,1.652538684928734,,,1.677302412986527
charge,[2.0080e+03 5.0000e+00 4.0000e+00 2.1000e+01 2.0000e+00 4.1203e+01],24,7,253,5990,05990.csv,,,,1.76889739196347
discharge,[2008.       5.       5.       0.      35.      53.968],24,7,255,5992,05992.csv,1.6472174627573322,,,1.6719108873293294
charge,[2.008e+03 5.000e+00 5.000e+00 2.000e+00 1.000e+00 1.789e+01],24,7,257,5994,05994.csv,,,,1.7616234205656616
discharge,[2008.       5.       5.       5.      28.      13.937],24,7,259,5996,05996.csv,1.6364136810898071,,,1.6668199267183847
charge,[2008.       5.       5.       6.      53.      38.406],24,7,261,5998,05998.csv,,,,1.755816625736291
discharge,[2008.     5.     5.    11.    41.    31.5],24,7,263,6000,06000.csv,1.6362554312048496,,,1.6665780820046712
charge,[2008.       5.       5.      17.      40.      16.687],24,7,264,6001,06001.csv,,,,1.7493923811661305
discharge,[2008.       5.       5.      20.      40.       8.562],24,7,265,6002,06002.csv,1.641119179218384,,,1.671349654671338
charge,[2008.     5.     5.    22.     5.    32.5],24,7,267,6004,06004.csv,,,,1.7606865642492615
discharge,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],24,7,269,6006,06006.csv,1.6315700789656966,,,1.656645012665995
charge,[2008.      5.      6.      3.      3.     53.39],24,7,271,6008,06008.csv,,,,1.7451758117914942
discharge,[2008.       5.       6.       6.      37.       6.296],24,7,273,6010,06010.csv,1.621213282987236,,,1.6517787194565656
charge,[2.008e+03 5.000e+00 6.000e+00 8.000e+00 2.000e+00 5.062e+00],24,7,275,6012,06012.csv,,,,1.7426048699666488
discharge,[2008.       5.       6.      11.      25.      21.031],24,7,277,6014,06014.csv,1.6164273214762122,,,1.646935687340404
charge,[2008.       5.       6.      12.      50.      20.781],24,7,279,6016,06016.csv,,,,1.7338651015311375
discharge,[2008.       5.       6.      16.      23.      36.296],24,7,281,6018,06018.csv,1.615823510161921,,,1.6461621797050505
charge,[2008.       5.       6.      17.      48.      34.906],24,7,283,6020,06020.csv,,,,1.733803778211563
discharge,[2008.       5.       6.      21.      21.      49.265],24,7,285,6022,06022.csv,1.61672418029789,,,1.6417926564066192
